DATE,REP,WMGT,NRTE,SMPL,HILL,NTIL,NTShB,NSHShB,TIL,GL,DL,ShBL1,ShBL2,ShBL3,ShBL4,ShBL5,ShBL6
,1,PDL,N2,B,9,,,1,4,5,1,0,0,0,0,0,
29-Mar-16,2,AWD,N1, A,1,22,10,1,1,5,,0,0,0,0,0,
,2,AWD,N1, A,1,,,0,2,5,,1,0,0,0,0,
,2,AWD,N1, A,1,,,1,3,5,,0,0,0,0,0,
,2,AWD,N1, A,1,,,3,4,5,,0,0,0,0,0,
,2,AWD,N1, A,2,18,13,1,1,4,1,0,1,0,0,,
,2,AWD,N1, A,2,,,1,2,4,1,0,1,0,0,,
,2,AWD,N1, A,2,,,1,3,4,1,0,1,1,0,,
,2,AWD,N1, A,2,,,1,4,5,,0,0,0,0,0,
,2,AWD,N1, A,3,15,14,0,1,5,,1,1,0,0,0,
,2,AWD,N1, A,3,,,1,2,5,,0,0,0,0,0,
,2,AWD,N1, A,3,,,3,3,5,,0,1,1,0,0,
,2,AWD,N1, A,3,,,3,4,5,,0,1,1,0,0,
,2,AWD,N1, A,4,16,9,0,1,5,,2,0,0,0,0,
,2,AWD,N1, A,4,,,1,2,5,,0,0,0,0,0,
,2,AWD,N1, A,4,,,1,3,5,,0,0,0,0,0,
,2,AWD,N1, A,4,,,1,4,5,,0,0,0,0,0,
,2,AWD,N1, A,5,22,16,1,1,4,1,0,1,0,1,,
,2,AWD,N1, A,5,,,3,2,5,,1,1,0,0,0,
,2,AWD,N1, A,5,,,3,3,5,,2,0,1,0,0,
,2,AWD,N1, A,5,,,1,4,5,,0,2,1,0,0,
,2,AWD,N1, A,6,18,13,1,1,5,,0,0,0,0,0,
,2,AWD,N1, A,6,,,0,2,5,,0,1,0,0,0,
,2,AWD,N1, A,6,,,1,3,5,,2,0,0,0,0,
,2,AWD,N1, A,6,,,1,4,5,,0,1,1,0,0,
,2,AWD,N1, A,7,17,17,3,1,4,1,0,0,1,0,,
,2,AWD,N1, A,7,,,1,2,5,,2,1,0,0,0,
,2,AWD,N1, A,7,,,3,3,5,,2,0,0,0,0,
,2,AWD,N1, A,7,,,1,4,5,,0,0,0,0,0,
,2,AWD,N1, A,8,21,19,3,1,4,1,2,2,1,0,,
,2,AWD,N1, A,8,,,1,2,5,,0,1,0,0,0,
,2,AWD,N1, A,8,,,3,3,4,1,0,1,0,0,,
,2,AWD,N1, A,8,,,1,4,4,1,0,0,0,0,,
,2,AWD,N1, A,9,24,17,1,1,4,1,2,0,0,0,,
,2,AWD,N1, A,9,,,3,2,4,1,1,1,0,0,,
,2,AWD,N1, A,9,,,1,3,4,1,1,1,1,0,,
,2,AWD,N1, A,9,,,3,4,5,,2,1,0,0,0,
29-Mar-16,2,AWD,N1, B,1,15,13,1,1,5,1,2,0,1,0,0,
,2,AWD,N1, B,1,,,3,2,5,1,2,0,0,0,0,
,2,AWD,N1, B,1,,,1,3,4,1,1,1,0,0,,
,2,AWD,N1, B,1,,,3,4,5,1,0,0,0,0,0,
,2,AWD,N1, B,2,18,14,0,1,5,1,1,0,0,0,0,
,2,AWD,N1, B,2,,,1,2,5,1,0,1,0,0,0,
,2,AWD,N1, B,2,,,3,3,4,1,0,1,0,0,,
,2,AWD,N1, B,2,,,3,4,5,,0,0,0,0,0,
,2,AWD,N1, B,3,17,9,1,1,5,,0,0,0,0,0,
,2,AWD,N1, B,3,,,3,2,4,1,1,1,0,0,,
,2,AWD,N1, B,3,,,1,3,5,,0,0,0,0,0,
,2,AWD,N1, B,3,,,1,4,4,1,1,0,1,0,,
,2,AWD,N1, B,4,18,12,1,1,4,1,0,0,0,0,,
,2,AWD,N1, B,4,,,3,2,4,1,2,0,0,0,,
,2,AWD,N1, B,4,,,1,3,4,1,1,0,0,0,,
,2,AWD,N1, B,4,,,3,4,5,,2,1,0,0,0,
,2,AWD,N1, B,5,20,12,3,1,4,1,1,0,0,0,,
,2,AWD,N1, B,5,,,1,2,5,,0,0,0,0,0,
,2,AWD,N1, B,5,,,3,3,4,1,1,0,1,0,,
,2,AWD,N1, B,5,,,1,4,4,1,1,1,1,0,,
,2,AWD,N1, B,6,25,15,1,1,5,,1,1,0,0,0,
,2,AWD,N1, B,6,,,3,2,4,1,2,0,0,0,,
,2,AWD,N1, B,6,,,3,3,4,1,1,1,1,0,,
,2,AWD,N1, B,6,,,1,4,5,,0,0,0,0,0,
,2,AWD,N1, B,7,25,16,1,1,4,1,1,1,0,0,,
,2,AWD,N1, B,7,,,1,2,5,,0,0,0,0,0,
,2,AWD,N1, B,7,,,1,3,4,1,2,1,0,0,,
,2,AWD,N1, B,7,,,3,4,4,1,1,1,0,0,,
,2,AWD,N1, B,8,22,16,1,1,5,,0,0,0,0,,
,2,AWD,N1, B,8,,,3,2,4,1,2,0,1,3,,
,2,AWD,N1, B,8,,,1,3,5,,0,0,0,0,0,
,2,AWD,N1, B,8,,,1,4,5,,0,0,0,0,0,
,2,AWD,N1, B,9,20,15,1,1,4,1,1,0,1,0,,
,2,AWD,N1, B,9,,,3,2,5,,0,1,0,0,0,
,2,AWD,N1, B,9,,,1,3,5,,0,0,1,0,0,
,2,AWD,N1, B,9,,,1,4,4,1,1,1,0,0,,
29-Mar-16,2,AWD,N2,A,1,14,12,3,1,4,1,1,1,0,0,,
,2,AWD,N2,A,1,,,3,2,5,,1,0,0,0,0,
,2,AWD,N2,A,1,,,1,3,5,,0,0,0,0,0,
,2,AWD,N2,A,1,,,3,4,4,1,1,1,0,0,,
,2,AWD,N2,A,2,7,5,1,1,4,1,1,0,0,0,,
,2,AWD,N2,A,2,,,3,2,4,1,1,1,0,0,,
,2,AWD,N2,A,2,,,1,3,5,,0,0,0,0,0,
,2,AWD,N2,A,2,,,1,4,4,1,0,1,0,0,,
,2,AWD,N2,A,3,20,20,1,1,5,,0,0,0,0,0,
,2,AWD,N2,A,3,,,3,2,4,1,2,0,0,0,,
,2,AWD,N2,A,3,,,3,3,5,,1,0,0,0,0,
,2,AWD,N2,A,3,,,3,4,5,,1,1,0,0,0,
,2,AWD,N2,A,4,18,16,1,1,5,,2,1,0,0,0,
,2,AWD,N2,A,4,,,1,2,4,1,1,0,0,0,,
,2,AWD,N2,A,4,,,1,3,5,,0,0,0,0,0,
,2,AWD,N2,A,4,,,3,4,4,1,1,0,0,0,,
,2,AWD,N2,A,5,20,15,3,1,5,,0,2,1,0,0,
,2,AWD,N2,A,5,,,1,2,4,,0,1,0,0,,
,2,AWD,N2,A,5,,,1,3,5,,0,0,0,0,0,
,2,AWD,N2,A,5,,,3,4,5,,1,1,0,0,0,
,2,AWD,N2,A,6,19,9,3,1,5,,1,0,0,0,0,
,2,AWD,N2,A,6,,,3,2,5,,0,2,1,0,0,
,2,AWD,N2,A,6,,,3,3,5,,0,1,0,0,0,
,2,AWD,N2,A,6,,,3,4,4,1,2,1,0,0,,
,2,AWD,N2,A,7,23,19,1,1,5,,0,2,2,0,0,
,2,AWD,N2,A,7,,,1,2,4,1,2,1,0,0,,
,2,AWD,N2,A,7,,,3,3,5,,2,1,1,1,0,
,2,AWD,N2,A,7,,,1,4,5,,0,0,0,0,0,
,2,AWD,N2,A,8,19,17,3,1,5,,0,0,0,0,0,
,2,AWD,N2,A,8,,,3,2,5,,2,1,0,0,0,
,2,AWD,N2,A,8,,,3,3,5,,2,1,0,0,0,
,2,AWD,N2,A,8,,,1,4,4,1,1,0,0,0,,
,2,AWD,N2,A,9,24,21,1,1,5,,0,0,0,0,0,
,2,AWD,N2,A,9,,,1,2,4,1,2,0,0,0,,
,2,AWD,N2,A,9,,,3,3,4,1,2,0,0,0,,
,2,AWD,N2,A,9,,,3,4,5,,2,1,0,0,0,
29-Mar-16,2,AWD,N2,B,1,13,13,3,1,4,1,2,1,0,0,,
,2,AWD,N2,B,1,,,3,2,5,,0,1,0,0,,
,2,AWD,N2,B,1,,,1,3,5,,0,0,0,0,,
,2,AWD,N2,B,1,,,1,4,5,,0,1,1,0,,
,2,AWD,N2,B,2,19,16,1,1,4,1,1,1,0,0,,
,2,AWD,N2,B,2,,,3,2,5,,1,1,0,0,0,
,2,AWD,N2,B,2,,,3,3,5,,2,1,0,0,0,
,2,AWD,N2,B,2,,,1,4,4,1,2,2,0,0,,
,2,AWD,N2,B,3,19,19,1,1,4,1,1,1,0,0,,
,2,AWD,N2,B,3,,,1,2,5,,1,0,0,0,0,
,2,AWD,N2,B,3,,,1,3,4,1,2,0,0,0,,
,2,AWD,N2,B,3,,,3,4,5,,0,1,1,1,0,
,2,AWD,N2,B,4,30,27,1,1,4,1,1,1,1,0,,
,2,AWD,N2,B,4,,,1,2,4,1,1,0,0,0,,
,2,AWD,N2,B,4,,,3,3,4,1,2,1,0,0,,
,2,AWD,N2,B,4,,,1,4,5,,1,1,0,0,,
,2,AWD,N2,B,5,19,18,3,1,4,1,1,0,2,0,,
,2,AWD,N2,B,5,,,1,2,4,1,2,1,0,0,,
,2,AWD,N2,B,5,,,1,3,5,,1,0,0,0,0,
,2,AWD,N2,B,5,,,3,4,4,1,2,0,0,0,,
,2,AWD,N2,B,6,29,22,3,1,4,1,0,1,0,0,,
,2,AWD,N2,B,6,,,1,2,5,,0,1,1,0,0,
,2,AWD,N2,B,6,,,3,3,4,1,0,1,1,0,,
,2,AWD,N2,B,6,,,3,4,5,,0,0,0,0,0,
,2,AWD,N2,B,7,26,16,3,1,4,1,1,1,1,1,,
,2,AWD,N2,B,7,,,1,2,5,,0,0,0,0,0,
,2,AWD,N2,B,7,,,3,3,4,1,1,0,0,0,,
,2,AWD,N2,B,7,,,3,4,5,,0,1,0,0,0,
,2,AWD,N2,B,8,16,16,3,1,5,,0,1,0,0,0,
,2,AWD,N2,B,8,,,1,2,4,1,2,1,0,0,,
,2,AWD,N2,B,8,,,1,3,5,,0,0,0,0,0,
,2,AWD,N2,B,8,,,1,4,5,,0,1,0,0,0,
,2,AWD,N2,B,9,22,22,1,1,5,,0,1,0,0,0,
,2,AWD,N2,B,9,,,3,2,5,,0,0,0,0,0,
,2,AWD,N2,B,9,,,3,3,4,1,2,1,0,0,,
,2,AWD,N2,B,9,,,3,4,4,1,1,1,0,0,,
29-Mar-16,2,PDL,N1,A,1,14,7,0,1,4,,1,0,0,0,,
,2,PDL,N1,A,1,,,1,2,5,,0,0,0,0,0,
,2,PDL,N1,A,1,,,1,3,6,,0,0,0,0,0,0
,2,PDL,N1,A,1,,,1,4,4,,3,0,0,0,0,
,2,PDL,N1,A,2,20,17,1,1,5,,0,0,0,0,0,
,2,PDL,N1,A,2,,,1,2,5,,0,0,0,0,0,
,2,PDL,N1,A,2,,,2,3,5,,0,0,0,0,0,
,2,PDL,N1,A,2,,,1,4,5,,1,1,0,0,0,
,2,PDL,N1,A,3,24,15,1,1,4,2,1,2,0,0,,
,2,PDL,N1,A,3,,,3,2,4,2,0,0,0,0,,
,2,PDL,N1,A,3,,,1,3,5,,0,0,0,0,0,
,2,PDL,N1,A,3,,,1,4,5,1,0,0,0,0,0,
,2,PDL,N1,A,4,17,12,3,1,5,1,2,0,2,0,0,
,2,PDL,N1,A,4,,,3,2,5,1,0,0,0,0,0,
,2,PDL,N1,A,4,,,1,3,5,1,0,0,0,0,0,
,2,PDL,N1,A,4,,,3,4,5,1,0,0,0,0,0,
,2,PDL,N1,A,5,22,15,3,1,5,,1,0,0,0,0,
,2,PDL,N1,A,5,,,3,2,5,,0,0,0,0,0,
,2,PDL,N1,A,5,,,1,3,5,,0,0,0,0,0,
,2,PDL,N1,A,5,,,1,4,5,1,0,0,0,0,0,
,2,PDL,N1,A,6,16,10,1,1,5,1,0,0,0,0,0,
,2,PDL,N1,A,6,,,1,2,5,1,0,0,0,0,0,
,2,PDL,N1,A,6,,,1,3,5,1,0,0,0,0,0,
,2,PDL,N1,A,6,,,4,4,4,2,0,0,0,0,,
,2,PDL,N1,A,7,17,14,1,1,5,1,0,0,0,0,0,
,2,PDL,N1,A,7,,,1,2,5,1,0,0,0,0,0,
,2,PDL,N1,A,7,,,1,3,5,1,0,0,0,0,0,
,2,PDL,N1,A,7,,,1,4,5,1,0,0,0,0,0,
,2,PDL,N1,A,8,15,10,3,1,5,,0,0,0,0,0,
,2,PDL,N1,A,8,,,3,2,5,,0,0,0,0,0,
,2,PDL,N1,A,8,,,1,3,5,1,0,0,0,0,0,
,2,PDL,N1,A,8,,,1,4,5,1,0,0,0,0,0,
,2,PDL,N1,A,9,14,6,3,1,5,1,1,2,1,1,0,
,2,PDL,N1,A,9,,,3,2,5,1,0,0,0,0,0,
,2,PDL,N1,A,9,,,3,3,5,1,0,0,0,0,0,
,2,PDL,N1,A,9,,,3,4,5,1,0,0,0,0,0,
29-Mar-16,2,PDL,N1,B,1,21,16,1,1,5,,0,0,0,0,0,
,2,PDL,N1,B,1,,,1,2,5,,0,0,0,0,0,
,2,PDL,N1,B,1,,,3,3,5,,0,0,0,0,0,
,2,PDL,N1,B,1,,,1,4,5,,0,0,0,0,0,
,2,PDL,N1,B,2,17,14,3,1,5,1,0,0,0,0,0,
,2,PDL,N1,B,2,,,3,2,5,1,0,0,0,0,0,
,2,PDL,N1,B,2,,,3,3,5,1,0,0,0,0,0,
,2,PDL,N1,B,2,,,3,4,5,1,0,0,0,0,0,
,2,PDL,N1,B,3,22,18,1,1,5,1,0,0,0,0,0,
,2,PDL,N1,B,3,,,1,2,5,1,0,0,0,0,0,
,2,PDL,N1,B,3,,,3,3,5,,0,0,0,0,0,
,2,PDL,N1,B,3,,,3,4,5,,0,0,0,0,0,
,2,PDL,N1,B,4,17,15,1,1,5,,0,1,0,0,0,
,2,PDL,N1,B,4,,,1,2,5,1,1,0,0,0,0,
,2,PDL,N1,B,4,,,3,3,5,1,0,0,0,0,0,
,2,PDL,N1,B,4,,,1,4,5,1,0,0,0,0,0,
,2,PDL,N1,B,5,19,16,1,1,5,,0,0,0,0,0,
,2,PDL,N1,B,5,,,3,2,5,1,0,0,0,0,0,
,2,PDL,N1,B,5,,,1,3,5,1,0,0,0,0,0,
,2,PDL,N1,B,5,,,3,4,5,1,0,0,0,0,0,
,2,PDL,N1,B,6,20,13,1,1,5,,3,1,1,0,0,
,2,PDL,N1,B,6,,,1,2,5,1,2,0,0,0,0,
,2,PDL,N1,B,6,,,1,3,5,,0,0,0,0,0,
,2,PDL,N1,B,6,,,1,4,5,1,0,0,0,0,0,
,2,PDL,N1,B,7,20,18,1,1,5,,0,1,0,0,0,
,2,PDL,N1,B,7,,,1,2,5,1,1,1,1,0,0,
,2,PDL,N1,B,7,,,1,3,5,2,1,1,1,0,0,
,2,PDL,N1,B,7,,,1,4,5,1,0,0,0,0,0,
,2,PDL,N1,B,8,16,12,1,1,5,,1,1,0,0,0,
,2,PDL,N1,B,8,,,1,2,5,2,0,0,0,0,0,
,2,PDL,N1,B,8,,,1,3,5,1,0,0,0,0,0,
,2,PDL,N1,B,8,,,1,4,5,1,0,0,0,0,0,
,2,PDL,N1,B,9,21,17,3,1,5,,0,0,0,0,0,
,2,PDL,N1,B,9,,,3,2,5,1,0,0,0,0,0,
,2,PDL,N1,B,9,,,1,3,5,1,0,0,0,0,0,
,2,PDL,N1,B,9,,,3,4,5,,1,2,1,0,0,
29-Mar-16,2,PDL,N2,A,1,18,18,3,1,5,,1,1,0,0,0,
,2,PDL,N2,A,1,,,3,2,5,,1,2,0,0,0,
,2,PDL,N2,A,1,,,3,3,4,2,2,1,0,0,,
,2,PDL,N2,A,1,,,3,4,5,,0,0,0,0,0,
,2,PDL,N2,A,2,17,17,3,1,4,,1,0,0,0,,
,2,PDL,N2,A,2,,,3,2,3,1,0,0,0,,,
,2,PDL,N2,A,2,,,3,3,4,1,3,0,0,0,,
,2,PDL,N2,A,2,,,3,4,5,1,0,0,0,0,0,
,2,PDL,N2,A,3,26,22,1,1,5,,0,0,0,0,0,
,2,PDL,N2,A,3,,,1,2,5,,0,0,0,0,0,
,2,PDL,N2,A,3,,,1,3,5,1,2,0,0,0,0,
,2,PDL,N2,A,3,,,1,4,5,1,0,0,0,0,0,
,2,PDL,N2,A,4,16,16,3,1,5,,0,0,0,0,0,
,2,PDL,N2,A,4,,,3,2,5,,0,0,0,0,0,
,2,PDL,N2,A,4,,,3,3,5,,0,0,0,0,0,
,2,PDL,N2,A,4,,,1,4,5,,0,0,0,0,0,
,2,PDL,N2,A,5,23,23,3,1,5,,0,0,0,0,0,
,2,PDL,N2,A,5,,,3,2,5,1,0,0,0,0,0,
,2,PDL,N2,A,5,,,3,3,5,1,0,0,0,0,0,
,2,PDL,N2,A,5,,,1,4,5,,0,0,0,0,0,
,2,PDL,N2,A,6,17,17,3,1,5,1,0,0,0,0,0,
,2,PDL,N2,A,6,,,1,2,5,1,0,0,0,0,0,
,2,PDL,N2,A,6,,,1,3,5,1,3,1,0,0,0,
,2,PDL,N2,A,6,,,1,4,5,1,3,0,0,0,0,
,2,PDL,N2,A,7,23,23,3,1,5,1,0,0,0,0,0,
,2,PDL,N2,A,7,,,3,2,5,1,0,0,0,0,0,
,2,PDL,N2,A,7,,,1,3,5,1,0,0,0,0,0,
,2,PDL,N2,A,7,,,3,4,5,1,0,0,0,0,0,
,2,PDL,N2,A,8,30,30,3,1,3,2,0,0,0,0,0,
,2,PDL,N2,A,8,,,3,2,5,1,0,0,0,0,0,
,2,PDL,N2,A,8,,,3,3,5,,0,0,0,0,0,
,2,PDL,N2,A,8,,,3,4,5,1,1,0,0,0,0,
,2,PDL,N2,A,9,13,8,3,1,5,1,1,0,0,0,0,
,2,PDL,N2,A,9,,,1,2,5,1,0,0,0,0,0,
,2,PDL,N2,A,9,,,1,3,5,1,0,0,0,0,0,
,2,PDL,N2,A,9,,,1,4,5,1,0,0,0,0,0,
29-Mar-16,2,PDL,N2,B,1,27,27,3,1,5,,0,0,0,0,0,
,2,PDL,N2,B,1,,,3,2,5,1,0,1,0,0,0,
,2,PDL,N2,B,1,,,3,3,5,,1,0,0,0,0,
,2,PDL,N2,B,1,,,3,4,5,1,1,0,0,0,0,
,2,PDL,N2,B,2,26,18,3,1,5,1,0,0,0,0,0,
,2,PDL,N2,B,2,,,1,2,5,,0,0,0,0,0,
,2,PDL,N2,B,2,,,1,3,5,,4,0,0,0,0,
,2,PDL,N2,B,2,,,3,4,5,,0,0,0,0,0,
,2,PDL,N2,B,3,24,24,3,1,5,1,3,0,0,0,0,
,2,PDL,N2,B,3,,,1,2,5,,0,0,1,0,0,
,2,PDL,N2,B,3,,,3,3,5,,1,0,1,0,0,
,2,PDL,N2,B,3,,,3,4,5,,0,0,0,0,0,
,2,PDL,N2,B,4,26,26,3,1,5,1,2,1,0,0,0,
,2,PDL,N2,B,4,,,3,2,5,,0,0,1,0,0,
,2,PDL,N2,B,4,,,1,3,5,1,0,0,0,0,0,
,2,PDL,N2,B,4,,,1,4,5,,0,0,0,0,0,
,2,PDL,N2,B,5,20,20,3,1,5,,0,0,0,0,0,
,2,PDL,N2,B,5,,,3,2,5,,0,0,0,0,0,
,2,PDL,N2,B,5,,,1,3,5,,0,0,0,0,0,
,2,PDL,N2,B,5,,,1,4,5,,1,0,0,0,0,
,2,PDL,N2,B,6,20,20,3,1,5,,0,0,0,0,0,
,2,PDL,N2,B,6,,,3,2,5,,0,0,0,0,0,
,2,PDL,N2,B,6,,,3,3,5,,0,0,0,0,0,
,2,PDL,N2,B,6,,,1,4,5,,0,0,0,0,0,
,2,PDL,N2,B,7,24,24,3,1,5,1,0,0,0,0,0,
,2,PDL,N2,B,7,,,1,2,5,,0,0,0,0,0,
,2,PDL,N2,B,7,,,1,3,5,,0,0,0,0,0,
,2,PDL,N2,B,7,,,1,4,5,1,0,0,0,0,0,
,2,PDL,N2,B,8,22,18,1,1,5,,0,0,0,0,0,
,2,PDL,N2,B,8,,,1,2,5,,0,0,0,0,0,
,2,PDL,N2,B,8,,,1,3,5,,0,0,0,0,0,
,2,PDL,N2,B,8,,,1,4,5,,0,0,0,0,0,
,2,PDL,N2,B,9,31,25,1,1,5,,0,0,0,0,0,
,2,PDL,N2,B,9,,,1,2,5,,0,0,0,0,0,
,2,PDL,N2,B,9,,,1,3,5,,0,0,0,0,0,
,2,PDL,N2,B,9,,,1,4,5,,0,0,0,0,0,
