DATE,REP,WMGT,NRTE,SMPL,HILL,NTIL,NTShB,NSHShB,TIL,GL,DL,ShBL1,ShBL2,ShBL3,ShBL4,ShBL5,ShBL6
29-Mar-16,3,AWD,N1, A,1,20,20,1,1,4,1,2,0,0,0,,
,3,AWD,N1, A,1,,,1,2,5,,2,0,0,0,0,
,3,AWD,N1, A,1,,,1,3,4,1,1,0,0,0,,
,3,AWD,N1, A,1,,,1,4,5,,2,2,0,0,0,
,3,AWD,N1, A,2,21,21,1,1,4,1,3,1,0,0,,
,3,AWD,N1, A,2,,,1,2,4,1,2,0,1,0,,
,3,AWD,N1, A,2,,,1,3,4,1,2,1,0,0,,
,3,AWD,N1, A,2,,,1,4,4,1,3,0,0,0,,
,3,AWD,N1, A,3,12,12,1,1,5,1,2,0,0,0,0,
,3,AWD,N1, A,3,,,3,2,4,2,3,2,0,0,,
,3,AWD,N1, A,3,,,1,3,5,1,2,1,0,0,0,
,3,AWD,N1, A,3,,,3,4,5,,3,1,1,0,0,
,3,AWD,N1, A,4,21,21,3,1,5,1,3,1,0,0,0,
,3,AWD,N1, A,4,,,1,2,5,1,1,0,0,0,0,
,3,AWD,N1, A,4,,,3,3,5,1,3,2,1,0,0,
,3,AWD,N1, A,4,,,3,4,5,1,3,2,0,0,0,
,3,AWD,N1, A,5,17,17,4,1,4,1,4,3,0,2,,
,3,AWD,N1, A,5,,,3,2,4,1,3,0,0,0,,
,3,AWD,N1, A,5,,,3,3,4,1,3,0,0,0,,
,3,AWD,N1, A,5,,,3,4,4,1,3,2,1,0,,
,3,AWD,N1, A,6,21,21,3,1,5,1,3,1,0,0,0,
,3,AWD,N1, A,6,,,4,2,4,2,3,3,0,0,,
,3,AWD,N1, A,6,,,3,3,5,1,3,0,0,0,0,
,3,AWD,N1, A,6,,,3,4,5,1,2,0,0,0,0,
,3,AWD,N1, A,7,25,25,3,1,5,1,2,0,0,0,0,
,3,AWD,N1, A,7,,,3,2,4,1,3,1,0,0,,
,3,AWD,N1, A,7,,,1,3,4,1,2,0,0,0,,
,3,AWD,N1, A,7,,,3,4,4,1,2,0,0,0,,
,3,AWD,N1, A,8,19,19,3,1,4,1,2,0,0,0,,
,3,AWD,N1, A,8,,,3,2,4,1,3,1,0,0,,
,3,AWD,N1, A,8,,,1,3,4,1,3,0,0,0,,
,3,AWD,N1, A,8,,,3,4,4,1,3,1,0,0,,
,3,AWD,N1, A,9,20,20,3,1,4,1,2,0,0,0,,
,3,AWD,N1, A,9,,,3,2,4,1,2,0,0,0,,
,3,AWD,N1, A,9,,,1,3,4,1,1,0,0,0,,
,3,AWD,N1, A,9,,,3,4,4,1,2,0,0,0,,
29-Mar-16,3,AWD,N1, B,1,24,20,1,1,5,1,1,0,0,0,0,
,3,AWD,N1, B,1,,,1,2,6,,0,0,0,0,0,0
,3,AWD,N1, B,1,,,1,3,6,,0,0,0,0,0,0
,3,AWD,N1, B,1,,,3,4,5,1,2,0,0,0,0,
,3,AWD,N1, B,2,20,20,1,1,5,1,1,0,0,0,0,
,3,AWD,N1, B,2,,,1,2,5,1,2,2,0,0,0,
,3,AWD,N1, B,2,,,3,3,5,1,1,2,0,0,0,
,3,AWD,N1, B,2,,,1,4,5,1,1,1,0,0,0,
,3,AWD,N1, B,3,13,13,1,1,4,1,1,0,0,0,,
,3,AWD,N1, B,3,,,3,2,4,1,2,0,0,0,,
,3,AWD,N1, B,3,,,1,3,4,1,2,1,0,0,,
,3,AWD,N1, B,3,,,1,4,4,1,1,0,0,0,,
,3,AWD,N1, B,4,20,20,1,1,4,2,1,0,0,0,,
,3,AWD,N1, B,4,,,3,2,4,2,3,1,0,0,,
,3,AWD,N1, B,4,,,3,3,5,1,1,0,0,0,0,
,3,AWD,N1, B,4,,,1,4,5,1,1,0,0,0,0,
,3,AWD,N1, B,5,15,15,1,1,4,1,2,1,0,0,,
,3,AWD,N1, B,5,,,1,2,4,1,1,0,0,0,,
,3,AWD,N1, B,5,,,3,3,4,1,1,0,0,0,,
,3,AWD,N1, B,5,,,3,4,4,1,1,0,0,0,,
,3,AWD,N1, B,6,20,18,1,1,5,1,1,0,0,0,0,
,3,AWD,N1, B,6,,,1,2,5,1,1,0,0,0,0,
,3,AWD,N1, B,6,,,1,3,5,1,3,1,0,0,0,
,3,AWD,N1, B,6,,,1,4,5,1,1,0,0,0,0,
,3,AWD,N1, B,7,19,19,1,1,5,1,1,0,0,0,0,
,3,AWD,N1, B,7,,,1,2,5,1,1,0,0,0,0,
,3,AWD,N1, B,7,,,1,3,5,1,2,1,0,0,0,
,3,AWD,N1, B,7,,,3,4,5,1,1,0,0,0,0,
,3,AWD,N1, B,8,24,24,1,1,5,1,1,0,0,0,0,
,3,AWD,N1, B,8,,,1,2,5,1,1,0,0,0,0,
,3,AWD,N1, B,8,,,3,3,5,1,1,0,0,0,0,
,3,AWD,N1, B,8,,,1,4,5,1,1,0,0,0,0,
,3,AWD,N1, B,9,22,22,1,1,4,1,2,1,0,0,,
,3,AWD,N1, B,9,,,3,2,4,1,2,1,0,0,,
,3,AWD,N1, B,9,,,1,3,4,1,1,0,0,0,,
,3,AWD,N1, B,9,,,1,4,4,1,1,0,0,0,,
29-Mar-16,3,AWD,N2,A,1,22,20,1,1,5,1,4,0,0,0,0,
,3,AWD,N2,A,1,,,1,2,5,1,3,0,0,0,0,
,3,AWD,N2,A,1,,,1,3,4,1,2,0,0,0,,
,3,AWD,N2,A,1,,,1,4,4,2,3,2,0,0,,
,3,AWD,N2,A,2,22,19,1,1,6,,0,0,0,0,0,0
,3,AWD,N2,A,2,,,3,2,5,1,2,0,0,0,0,
,3,AWD,N2,A,2,,,1,3,6,,0,0,0,0,0,0
,3,AWD,N2,A,2,,,1,4,4,2,3,2,0,0,,
,3,AWD,N2,A,3,25,22,1,1,4,2,4,3,0,0,,
,3,AWD,N2,A,3,,,1,2,6,,0,0,0,0,0,0
,3,AWD,N2,A,3,,,1,3,5,1,3,0,0,0,0,
,3,AWD,N2,A,3,,,3,4,5,1,2,0,0,0,0,
,3,AWD,N2,A,4,18,18,1,1,3,3,4,3,2,,,
,3,AWD,N2,A,4,,,1,2,5,1,3,0,0,0,0,
,3,AWD,N2,A,4,,,1,3,5,1,3,0,0,0,0,
,3,AWD,N2,A,4,,,3,4,4,2,3,2,0,0,,
,3,AWD,N2,A,5,16,15,1,1,6,,0,0,0,0,0,0
,3,AWD,N2,A,5,,,1,2,5,1,2,0,0,0,0,
,3,AWD,N2,A,5,,,1,3,5,1,3,0,0,0,0,
,3,AWD,N2,A,5,,,1,4,4,2,3,2,0,0,,
,3,AWD,N2,A,6,21,19,3,1,6,,3,0,0,0,0,0
,3,AWD,N2,A,6,,,1,2,5,1,3,0,0,0,0,
,3,AWD,N2,A,6,,,1,3,4,2,4,3,0,0,,
,3,AWD,N2,A,6,,,1,4,5,1,3,0,0,0,0,
,3,AWD,N2,A,7,25,17,4,1,4,2,4,3,0,0,,
,3,AWD,N2,A,7,,,4,2,4,2,4,2,0,0,,
,3,AWD,N2,A,7,,,1,3,5,1,3,0,0,0,0,
,3,AWD,N2,A,7,,,1,4,4,2,3,3,0,0,,
,3,AWD,N2,A,8,21,20,1,1,5,1,3,0,0,0,0,
,3,AWD,N2,A,8,,,1,2,4,2,3,1,0,0,,
,3,AWD,N2,A,8,,,1,3,5,1,3,2,0,0,0,
,3,AWD,N2,A,8,,,1,4,5,1,3,0,0,0,0,
,3,AWD,N2,A,9,20,20,4,1,5,1,3,0,0,0,0,
,3,AWD,N2,A,9,,,1,2,5,1,3,0,0,0,0,
,3,AWD,N2,A,9,,,1,3,4,2,3,2,0,0,,
,3,AWD,N2,A,9,,,1,4,6,,1,0,0,0,0,0
29-Mar-16,3,AWD,N2,B,1,19,19,1,1,1,5,0,0,0,0,0,
,3,AWD,N2,B,1,,,1,2,1,5,0,1,0,0,0,
,3,AWD,N2,B,1,,,1,3,1,4,1,3,0,0,,
,3,AWD,N2,B,1,,,1,4,1,4,1,4,0,0,,
,3,AWD,N2,B,2,14,14,3,1,3,5,0,1,0,0,0,
,3,AWD,N2,B,2,,,1,2,1,4,1,2,0,0,,
,3,AWD,N2,B,2,,,1,3,1,5,0,2,0,0,0,
,3,AWD,N2,B,2,,,1,4,1,5,0,2,0,0,0,
,3,AWD,N2,B,3,17,15,1,1,1,4,1,3,0,0,,
,3,AWD,N2,B,3,,,1,2,1,4,1,3,1,0,,
,3,AWD,N2,B,3,,,1,3,1,5,0,2,0,0,0,
,3,AWD,N2,B,3,,,1,4,1,5,0,2,0,0,0,
,3,AWD,N2,B,4,19,15,1,1,1,5,1,2,0,0,0,
,3,AWD,N2,B,4,,,1,2,1,5,1,3,0,0,0,
,3,AWD,N2,B,4,,,3,3,3,6,0,1,0,0,0,
,3,AWD,N2,B,4,,,1,4,1,6,0,1,0,0,0,
,3,AWD,N2,B,5,20,17,1,1,1,5,1,3,0,0,0,
,3,AWD,N2,B,5,,,3,2,3,5,1,2,0,0,0,
,3,AWD,N2,B,5,,,1,3,1,5,1,2,0,0,0,
,3,AWD,N2,B,5,,,1,4,1,5,0,1,0,0,0,
,3,AWD,N2,B,6,19,15,3,1,3,5,1,3,1,0,0,
,3,AWD,N2,B,6,,,1,2,1,6,0,1,1,0,0,0
,3,AWD,N2,B,6,,,3,3,3,5,1,3,0,0,0,
,3,AWD,N2,B,6,,,3,4,3,5,1,3,1,0,0,
,3,AWD,N2,B,7,18,15,3,1,3,5,1,2,0,0,0,
,3,AWD,N2,B,7,,,3,2,3,5,1,3,0,0,0,
,3,AWD,N2,B,7,,,1,3,1,5,1,2,0,0,0,
,3,AWD,N2,B,7,,,3,4,3,5,1,3,1,0,0,
,3,AWD,N2,B,8,13,10,1,1,1,5,0,1,0,0,0,
,3,AWD,N2,B,8,,,3,2,3,4,1,2,0,0,,
,3,AWD,N2,B,8,,,1,3,1,5,0,1,0,0,0,
,3,AWD,N2,B,8,,,3,4,3,4,1,3,0,0,,
,3,AWD,N2,B,9,16,10,3,1,3,5,0,1,0,0,0,
,3,AWD,N2,B,9,,,1,2,1,4,1,2,0,0,,
,3,AWD,N2,B,9,,,3,3,3,4,1,3,2,0,,
,3,AWD,N2,B,9,,,3,4,3,4,1,2,0,0,,
29-Mar-16,3,PDL,N1,A,1,19,9,3,1,5,1,2,0,0,0,0,
,3,PDL,N1,A,1,,,1,2,5,1,1,0,0,0,0,
,3,PDL,N1,A,1,,,3,3,5,1,2,0,0,0,0,
,3,PDL,N1,A,1,,,1,4,5,1,1,0,0,0,0,
,3,PDL,N1,A,2,19,11,3,1,5,1,1,1,0,0,0,
,3,PDL,N1,A,2,,,1,2,5,1,2,0,0,0,0,
,3,PDL,N1,A,2,,,1,3,5,1,1,0,0,0,0,
,3,PDL,N1,A,2,,,3,4,5,1,1,1,0,0,0,
,3,PDL,N1,A,3,24,9,1,1,5,1,1,0,0,0,0,
,3,PDL,N1,A,3,,,1,2,5,1,1,0,0,0,0,
,3,PDL,N1,A,3,,,3,3,5,1,1,1,0,0,0,
,3,PDL,N1,A,3,,,1,4,5,1,1,0,0,0,0,
,3,PDL,N1,A,4,19,10,1,1,4,1,1,1,0,0,,
,3,PDL,N1,A,4,,,3,2,4,1,1,1,0,0,,
,3,PDL,N1,A,4,,,1,3,4,1,1,1,0,0,,
,3,PDL,N1,A,4,,,1,4,4,1,1,0,0,0,,
,3,PDL,N1,A,5,19,16,3,1,5,1,1,0,0,0,0,
,3,PDL,N1,A,5,,,3,2,5,1,1,1,0,0,0,
,3,PDL,N1,A,5,,,1,3,5,1,1,0,0,0,0,
,3,PDL,N1,A,5,,,1,4,5,1,1,0,0,0,0,
,3,PDL,N1,A,6,23,12,3,1,5,1,1,0,0,0,0,
,3,PDL,N1,A,6,,,3,2,5,1,1,1,0,0,0,
,3,PDL,N1,A,6,,,3,3,5,1,1,0,0,0,0,
,3,PDL,N1,A,6,,,1,4,5,1,1,0,0,0,0,
,3,PDL,N1,A,7,17,13,1,1,5,1,1,1,0,0,0,
,3,PDL,N1,A,7,,,1,2,5,1,1,0,0,0,0,
,3,PDL,N1,A,7,,,1,3,5,1,1,0,0,0,0,
,3,PDL,N1,A,7,,,3,4,5,1,1,1,0,0,0,
,3,PDL,N1,A,8,17,11,3,1,5,1,1,0,0,0,0,
,3,PDL,N1,A,8,,,3,2,5,1,1,0,0,0,0,
,3,PDL,N1,A,8,,,3,3,5,1,1,1,0,0,0,
,3,PDL,N1,A,8,,,3,4,5,1,1,0,0,0,0,
,3,PDL,N1,A,9,16,14,3,1,5,1,1,0,0,0,0,
,3,PDL,N1,A,9,,,3,2,5,1,1,1,0,0,0,
,3,PDL,N1,A,9,,,1,3,5,1,1,0,0,0,0,
,3,PDL,N1,A,9,,,1,4,5,1,1,0,0,0,0,
29-Mar-16,3,PDL,N1,B,1,18,9,1,1,5,1,1,1,0,0,0,
,3,PDL,N1,B,1,,,1,2,5,1,2,0,0,0,0,
,3,PDL,N1,B,1,,,1,3,5,1,1,1,0,0,0,
,3,PDL,N1,B,1,,,3,4,5,1,1,0,0,0,0,
,3,PDL,N1,B,2,19,16,1,1,5,1,2,1,0,0,0,
,3,PDL,N1,B,2,,,1,2,5,1,2,0,0,0,0,
,3,PDL,N1,B,2,,,1,3,5,1,1,1,0,0,0,
,3,PDL,N1,B,2,,,3,4,5,1,1,0,0,0,0,
,3,PDL,N1,B,3,16,13,1,1,4,1,2,1,0,0,,
,3,PDL,N1,B,3,,,1,2,4,1,1,0,0,0,,
,3,PDL,N1,B,3,,,3,3,4,1,2,1,0,0,,
,3,PDL,N1,B,3,,,3,4,4,1,1,0,0,0,,
,3,PDL,N1,B,4,16,16,1,1,4,1,2,0,0,0,,
,3,PDL,N1,B,4,,,1,2,4,1,1,1,0,0,,
,3,PDL,N1,B,4,,,1,3,4,1,1,0,0,0,,
,3,PDL,N1,B,4,,,1,4,4,1,1,0,0,0,,
,3,PDL,N1,B,5,16,10,1,1,5,1,2,1,0,0,0,
,3,PDL,N1,B,5,,,3,2,5,1,2,0,0,0,0,
,3,PDL,N1,B,5,,,3,3,5,1,2,1,0,0,0,
,3,PDL,N1,B,5,,,3,4,5,1,1,0,0,0,0,
,3,PDL,N1,B,6,17,15,3,1,5,1,1,0,0,0,0,
,3,PDL,N1,B,6,,,1,2,5,1,1,1,0,0,0,
,3,PDL,N1,B,6,,,1,3,5,1,2,0,0,0,0,
,3,PDL,N1,B,6,,,1,4,5,1,2,1,0,0,0,
,3,PDL,N1,B,7,19,15,3,1,5,1,1,0,0,0,0,
,3,PDL,N1,B,7,,,3,2,5,1,1,1,0,0,0,
,3,PDL,N1,B,7,,,3,3,5,1,2,0,0,0,0,
,3,PDL,N1,B,7,,,1,4,5,1,2,1,0,0,0,
,3,PDL,N1,B,8,17,14,1,1,5,1,1,0,0,0,0,
,3,PDL,N1,B,8,,,3,2,5,1,2,0,0,0,0,
,3,PDL,N1,B,8,,,3,3,5,1,2,1,0,0,0,
,3,PDL,N1,B,8,,,1,4,5,1,1,0,0,0,0,
,3,PDL,N1,B,9,17,16,1,1,5,1,1,1,0,0,0,
,3,PDL,N1,B,9,,,3,2,5,1,2,1,0,0,0,
,3,PDL,N1,B,9,,,1,3,5,1,1,0,0,0,0,
,3,PDL,N1,B,9,,,1,4,5,1,1,1,0,0,0,
29-Mar-16,3,PDL,N2,A,1,17,17,3,1,5,1,3,1,1,0,0,
,3,PDL,N2,A,1,,,3,2,4,2,3,1,1,0,,
,3,PDL,N2,A,1,,,3,3,4,2,2,1,0,0,,
,3,PDL,N2,A,1,,,3,4,5,1,1,0,0,0,0,
,3,PDL,N2,A,2,27,25,3,1,4,2,3,1,0,0,,
,3,PDL,N2,A,2,,,3,2,4,2,2,0,0,0,,
,3,PDL,N2,A,2,,,3,3,4,2,3,1,1,0,,
,3,PDL,N2,A,2,,,3,4,5,1,1,0,0,0,0,
,3,PDL,N2,A,3,20,19,3,1,5,1,1,0,0,0,0,
,3,PDL,N2,A,3,,,3,2,5,1,1,0,0,0,0,
,3,PDL,N2,A,3,,,3,3,4,2,3,2,1,0,,
,3,PDL,N2,A,3,,,3,4,5,1,1,1,0,0,0,
,3,PDL,N2,A,4,25,23,3,1,5,1,1,1,0,0,0,
,3,PDL,N2,A,4,,,3,2,5,1,1,1,0,0,0,
,3,PDL,N2,A,4,,,3,3,5,1,1,1,0,0,0,
,3,PDL,N2,A,4,,,3,4,4,2,3,1,1,0,,
,3,PDL,N2,A,5,18,18,3,1,4,2,3,1,0,0,,
,3,PDL,N2,A,5,,,3,2,4,2,2,1,0,0,,
,3,PDL,N2,A,5,,,3,3,4,2,2,1,0,0,,
,3,PDL,N2,A,5,,,3,4,4,2,1,1,0,0,,
,3,PDL,N2,A,6,28,28,3,1,5,1,1,1,0,0,0,
,3,PDL,N2,A,6,,,3,2,4,2,3,1,1,0,,
,3,PDL,N2,A,6,,,3,3,4,2,2,1,0,0,,
,3,PDL,N2,A,6,,,3,4,4,2,2,1,0,0,,
,3,PDL,N2,A,7,17,17,3,1,4,2,3,1,1,0,,
,3,PDL,N2,A,7,,,3,2,4,2,2,1,0,0,,
,3,PDL,N2,A,7,,,3,3,5,1,1,0,0,0,0,
,3,PDL,N2,A,7,,,3,4,5,1,1,0,0,0,0,
,3,PDL,N2,A,8,25,25,3,1,4,2,3,1,0,0,,
,3,PDL,N2,A,8,,,3,2,4,2,2,1,0,0,,
,3,PDL,N2,A,8,,,3,3,4,2,1,0,0,0,,
,3,PDL,N2,A,8,,,3,4,5,1,1,0,0,0,0,
,3,PDL,N2,A,9,21,20,3,1,4,2,3,1,1,0,,
,3,PDL,N2,A,9,,,3,2,4,2,2,2,0,0,,
,3,PDL,N2,A,9,,,3,3,4,2,3,2,1,0,,
,3,PDL,N2,A,9,,,3,4,4,2,2,1,0,0,,
29-Mar-16,3,PDL,N2,B,1,27,27,3,1,5,1,2,1,0,0,0,
,3,PDL,N2,B,1,,,3,2,5,1,2,1,0,0,0,
,3,PDL,N2,B,1,,,3,3,5,1,2,1,0,0,0,
,3,PDL,N2,B,1,,,3,4,5,1,2,1,0,0,0,
,3,PDL,N2,B,2,19,19,3,1,5,1,1,1,0,0,0,
,3,PDL,N2,B,2,,,3,2,5,1,2,1,0,0,0,
,3,PDL,N2,B,2,,,3,3,5,1,2,0,0,0,0,
,3,PDL,N2,B,2,,,3,4,5,1,2,1,0,0,0,
,3,PDL,N2,B,3,20,18,3,1,5,1,1,0,0,0,0,
,3,PDL,N2,B,3,,,3,2,5,1,1,0,0,0,0,
,3,PDL,N2,B,3,,,3,3,5,1,1,0,0,0,0,
,3,PDL,N2,B,3,,,3,4,5,1,2,1,0,0,0,
,3,PDL,N2,B,4,14,14,3,1,5,1,2,2,0,0,0,
,3,PDL,N2,B,4,,,3,2,5,1,2,1,0,0,0,
,3,PDL,N2,B,4,,,3,3,5,1,2,1,0,0,0,
,3,PDL,N2,B,4,,,3,4,5,1,1,1,0,0,0,
,3,PDL,N2,B,5,22,20,3,1,5,1,1,1,0,0,0,
,3,PDL,N2,B,5,,,3,2,5,1,2,1,0,0,0,
,3,PDL,N2,B,5,,,3,3,5,1,2,1,0,0,0,
,3,PDL,N2,B,5,,,3,4,5,1,2,1,0,0,0,
,3,PDL,N2,B,6,15,15,3,1,5,1,2,0,0,0,0,
,3,PDL,N2,B,6,,,3,2,5,1,1,0,0,0,0,
,3,PDL,N2,B,6,,,3,3,5,1,1,0,0,0,0,
,3,PDL,N2,B,6,,,3,4,5,1,2,1,0,0,0,
,3,PDL,N2,B,7,18,18,3,1,5,1,2,1,0,0,0,
,3,PDL,N2,B,7,,,3,2,4,2,2,1,0,0,,
,3,PDL,N2,B,7,,,3,3,5,1,2,0,0,0,0,
,3,PDL,N2,B,7,,,3,4,5,1,2,1,0,0,0,
,3,PDL,N2,B,8,21,21,3,1,4,2,2,1,0,0,,
,3,PDL,N2,B,8,,,3,2,4,2,2,0,0,0,,
,3,PDL,N2,B,8,,,3,3,5,1,2,1,0,0,0,
,3,PDL,N2,B,8,,,3,4,5,1,2,1,0,0,0,
,3,PDL,N2,B,9,24,24,3,1,5,1,2,1,0,0,0,
